_PaymentID_,_CustomerId_,_ProductId_,_TransactionDate_,_CreditCard_,_CreditCardNumber_,Price,ProductName,CompanyName
3424062,298,10292,2013-01-03T06:24:13,visa,4575 6744 8307 5445,358.68,Century Drill And Tool Jig Saw Blade (set Of 5) (set Of 5),Acuity Brands
3424063,377,10184,2013-01-20T04:02:16,maestro,5038 3355 9754 5735,875.52,Homak 2 Door Mobile Cabinet With Shelves,Agilent Technologies
3424064,421,10003,2013-01-01T03:10:23,visaelectron,4175 0079 2934 1507,447.56,Eclipse 900-206 Helping Hands With Solder Iron Holder - 2.5x,Nustar Energy
3424065,157,10005,2013-01-17T02:46:14,maestro,6304 5081 1497 7277,319.65,Vim Products 12mm Triple Square Bit,Martin Marietta Materials
3424066,80,10298,2013-01-03T08:43:25,instapayment,6374 3307 9756 5823,660.82,"Hitachi 4"" 5 Amp Angle Grinder",Sally Beauty
3424069,839,10100,2013-01-17T05:49:41,visa,4551 4537 1975 0909,563.54,Hitachi 18v Lithium-ion Combo Kit With 2 Canvas Bags,Catalent Pharma Solutions
3424070,915,10217,2013-01-21T11:48:16,visa,4704 3040 1029 1935,986.24,Numax 16-gauge Straight Finish Nailer,Perrigo Company
3424072,84,10236,2013-01-28T12:29:52,maestro,5020 8847 2114 8098,399.15,"Hitachi 1 3/8"" 23 Gauge Pin Nailer",W. R. Berkley Corporation
3424073,310,10007,2013-01-11T10:08:40,visa,4797 5079 5671 6453,976.95,Makita Mklxt311fh 18 Volt Drill And Impact Kit,Cummins
3424074,70,10326,2013-01-23T11:12:15,visaelectron,4026 6617 6684 1796,185.52,Skil 4-1/2 Angle Grinders - 4 1/2 Angle Grinder With Metal Front 6 Amp,Foot Locker
3424075,798,10006,2013-01-23T11:47:02,mastercard,5226 7892 2096 3578,168.24,Surebonder Ultra-mini Dual Temperature Glue Gun,General Electric Capital Corporation
3424077,251,10091,2013-01-01T11:13:39,maestro,6762 7734 8038 6900,388.49,Ad Tech 2-temp Full Size Cordless Glue Gun,Microsoft Corporation
3424078,614,10106,2013-01-13T12:06:28,instapayment,6375 8769 1884 4983,275.01,Proxxon Engraving Tool,Cooper Standard
3424079,711,10261,2013-01-04T03:58:04,mastercard,5113 8521 5731 2528,739.85,Alton 2 Gallon Pancake Air Compressor,General Growth Properties
3424080,423,10261,2013-01-19T07:10:29,mastercard,5489 7943 8015 1420,739.85,Alton 2 Gallon Pancake Air Compressor,General Growth Properties
3424081,558,10148,2013-01-18T09:56:49,maestro,6761 2484 2734 0493,736.87,Dewalt Power Tools 7-. 25inch Worm Drive Circular Saw Dws535,Regis Corporation
3424082,30,10037,2013-01-11T03:28:51,mastercard,5557 4448 4543 1663,904.37,Gmc Power Equipment 1.6 Gallon Gmc Syclone 1610a Ultra Quiet And Oil-free Air Compressor,Kelly Services
3424083,592,10165,2013-01-29T07:30:40,amex,3707 0305 2707 784,214.08,"Hitachi 18v 1/2"" Cordless Drill/driver Kit",Piedmont Natural Gas Company
3424084,91,10000,2013-01-17T08:28:36,instapayment,6372 2057 4131 8564,953.64,Ingersoll Rand 80 Gallon Type-30 Reciprocating Air Compressor,Covanta Holding Corporation
3424085,305,10237,2013-01-13T10:12:03,mastercard,5475 1319 3444 3621,228.25,Comstar 10-100 Copper Lock No-heat Solder - 2 Oz.,Covanta Holding Corporation
3424087,667,10327,2013-01-04T06:03:44,visaelectron,4508 2800 9296 8731,237.45,Wolo Manufacturing 800compressor Model 800 Tiger 2. 5 Liter Tank And Air Compressor,Cno Financial Group
3424088,471,10124,2013-01-27T06:50:02,amex,3493 1350 7581 582,187.44,"Bosch 5580-01 7-1/4"" 13 Amp Skilsaw Circular Saw",Country Financial
3424089,716,10008,2013-01-15T06:38:28,mastercard,5555 8694 7670 7241,552.09,Retractable Screw-holder With Magnetic Tip,Cablevision Systems Corp
3424092,115,10082,2013-01-01T01:44:43,instapayment,6382 0587 5218 0144,668.42,Skil Fixed Base Routers - 1 3/4 Hp Fixed Base Router 9 Amp Motor,Cliffs Natural Resources
3424093,805,10296,2013-01-07T04:07:31,mastercard,5250 2938 4090 5910,975.67,Campbell Hausfeld Air Compressor Oil - 16 Ounce,Markel Corporation
3424094,76,10213,2013-01-03T01:29:13,instapayment,6383 6780 2276 7682,978.29,Dremel 200-n/15 120v 2-speed Rotary Tool,The Clorox Company
3424096,174,10284,2013-01-03T08:37:12,visaelectron,4917 8107 1920 2265,811.38,Drill America Cone Carbide Burr 1/4 Shank,American Tire Distributors
3424097,554,10262,2013-01-01T09:34:05,visaelectron,4026 8171 9153 4394,90.04,"Superior Tool 2"" Pvc Pipe Cutter",Expedia
3424098,950,10194,2013-01-21T05:50:35,visaelectron,4844 4370 6779 4814,125.46,Audiopipe Thsy3075c Pipeman Train Horn Air Compressor,T. Rowe Price
3424099,480,10278,2013-01-30T04:30:31,instapayment,6371 0996 4710 5873,226.73,Hitachi 3.25 Framing Nailers Nr83a2,Core-mark International
3424100,687,10236,2013-01-13T05:20:06,visa,4980 7003 6699 0498,399.15,"Hitachi 1 3/8"" 23 Gauge Pin Nailer",W. R. Berkley Corporation
3424101,791,10341,2013-01-01T04:39:30,mastercard,5437 7988 4116 0253,36.53,Gorilla Rack 4 Ft. Heavy-duty Workbench,Centurylink
3424102,507,10080,2013-01-04T07:57:39,maestro,6759 5285 8978 9817,191.29,Titan 16048 48 Piece Quick-disconnect Drill And Power Bit Set With Portable Bit Cases,Ugi Corporation
3424103,980,10212,2013-01-01T06:30:19,amex,3773 7519 8216 617,827.21,Great Neck Saw 17612 Soldering Iron,Bucyrus International
3424105,163,10247,2013-01-14T05:10:57,visaelectron,4175 0060 5375 3594,600.41,Labor Saving Devices 60/40 Solder Roll,Resolute Forest Products
3424106,877,10101,2013-01-04T08:18:01,instapayment,6386 5730 9100 3951,981.25,Blair 11108-3 11000 Series Rotobroach Cutters - 3/8-inch - 3-pack,The Blackstone Group
3424107,659,10064,2013-01-11T06:19:42,visaelectron,4844 3849 8195 5040,649.99,Weller Bp645mp Battery Powered Soldering Iron Kit,Carmax
3424109,829,10013,2013-01-30T08:45:16,maestro,6759 8475 9219 7556,620.46,Ad Tech Hi-temp Project Pro Mini Size Glue Gun,Corningorporated
3424110,927,10155,2013-01-26T03:26:28,amex,3770 2660 1653 215,366.12,Lumberjack Tools Ttr0500 1/2in Pro Series Tenon Cutter,Plexus Corp
3424111,207,10184,2013-01-08T10:46:22,visaelectron,4026 6759 2090 3110,875.52,Homak 2 Door Mobile Cabinet With Shelves,Agilent Technologies
3424113,801,10170,2013-01-20T06:30:28,mastercard,5251 8031 5490 6269,135.39,"Numax 23-gauge 1"" Micro Pinner",Affinia Group
3424117,40,10062,2013-01-02T05:23:56,visa,4254 9612 7683 2712,929.89,Hanson #8 Torx Bit,Mckesson Specialty Health
3424119,401,10217,2013-01-26T04:32:15,visaelectron,4913 6410 7478 8240,986.24,Numax 16-gauge Straight Finish Nailer,Perrigo Company
3424120,171,10048,2013-01-08T03:52:43,visa,4115 2433 2957 7050,631.07,Black And Decker Dwdcd780c2 20v Max Lithium Ion Compact Drill Driver Kit,Amerisourcebergen
3424121,732,10091,2013-01-09T09:13:19,visa,4356 8334 1084 5131,388.49,Ad Tech 2-temp Full Size Cordless Glue Gun,Microsoft Corporation
3424122,905,10195,2013-01-04T07:50:29,visaelectron,4917 4727 6017 7076,43.8,Hitachi 17 Piece Split Point Black Oxide Shield Drill Bit Set,Priceline.com
3424124,241,10002,2013-01-07T10:32:32,visaelectron,4026 2312 4486 5708,455.88,12-volt Lith-ion Drill W/ Bonus Case & 150-piece Socket Set,Advance Auto Parts
3424127,408,10017,2013-01-28T12:57:29,instapayment,6378 7359 2358 7804,18.18,Surebonder Wide Crown Pneumatic Stapler,Bnsf Railway Company
3424128,520,10130,2013-01-11T12:03:09,visa,4347 0059 3189 4375,63.42,Eclipse 900-230 Flux Bottle Pack - 2-pack,The Blackstone Group
3424129,552,10045,2013-01-22T06:03:30,maestro,5893 5320 5211 9352,165.32,Masterflow 12v 3-in-1 Turbo-boost Air Compressor / Inflator / Deflator,Office Depot
3424130,945,10173,2013-01-06T04:02:33,amex,3459 7836 9217 964,882.02,Hitachi 83-piece Drill And Driver Bit Set,Michaels Stores
3424131,780,10170,2013-01-09T08:23:44,visa,4500 8250 1816 2351,135.39,"Numax 23-gauge 1"" Micro Pinner",Affinia Group
3424133,608,10326,2013-01-04T06:44:38,mastercard,5366 8250 1973 3234,185.52,Skil 4-1/2 Angle Grinders - 4 1/2 Angle Grinder With Metal Front 6 Amp,Foot Locker
3424134,927,10147,2013-01-24T05:39:37,instapayment,6373 9111 5146 2326,676.05,Black & Decker 7.5-amp Reciprocating Saw,Seaboard Foods
3424136,711,10262,2013-01-12T09:19:02,visa,4892 0366 9127 0778,90.04,"Superior Tool 2"" Pvc Pipe Cutter",Expedia
3424137,503,10085,2013-01-29T09:28:00,maestro,5038 8808 9970 1205,870.1,Hitachi 18v Lithium-ion Cordless Impact Driver W/120-pc Drill/drive Set,Mortgage Guaranty Insurance Corporation
3424138,431,10118,2013-01-13T02:49:02,visa,4349 8207 7119 6303,10.44,"Hitachi 3 1/2"" Full-head Plastic Collated Framing Strip Nailer",Werner Enterprises
3424139,685,10060,2013-01-22T07:41:54,maestro,5018 5418 6923 7968,224.61,Pentagon Professional Aluminum Drywall Bench,Thrivent Financial For Lutherans
3424140,515,10096,2013-01-04T03:27:57,amex,3426 9545 2231 735,610.22,"Hitachi 18v 1/2"" Cordless Drill/driver Kit W/35-pc Hi-torq Impact Rated Torsion Bit Set",American Family Insurance
3424141,610,10119,2013-01-13T09:44:50,instapayment,6384 3163 3961 0498,491.2,Mayhew Tools Mayhew Tools - Catspaw Deck Wrecker Cats Paw Deck Wrecker: 479-41104 - Cats Paw Deck Wr,Henry Schein
3424145,273,10067,2013-01-08T08:15:07,amex,3460 4826 0665 833,168.88,Freud 12 44t Diablo General Purpose Chop/slide Miter Saw Blade D1244x,Bristol Myers Squibb Company
3424146,845,10026,2013-01-02T08:18:58,instapayment,6390 3675 8177 3007,801.23,Crawford Storehorse Folding Sawhorse,Pinnacle West Capital Corporation
3424147,323,10298,2013-01-09T12:11:05,maestro,5038 1794 5728 4161,660.82,"Hitachi 4"" 5 Amp Angle Grinder",Sally Beauty
3424148,42,10249,2013-01-03T10:51:56,visa,4454 5365 8222 2671,922.43,Eclipse Pz2x1-15/16 Bit Pozidrive Size 2 1-15/16in Long 1/4in Hex,Colgate-palmolive Company
3424149,302,10287,2013-01-16T05:29:48,amex,3465 3106 8587 374,533.25,Wen 7 Sander And Polisher,Avis Budget Group
3424150,903,10302,2013-01-23T04:48:50,mastercard,5104 6989 9726 6494,79.8,Eclipse Ss-206e Temperature Controlled Soldering Station With Analog Display,Martin Marietta Materials
3424153,790,10060,2013-01-06T08:55:22,mastercard,5372 2014 3880 3309,224.61,Pentagon Professional Aluminum Drywall Bench,Thrivent Financial For Lutherans
3424154,577,10305,2013-01-03T04:42:01,amex,3722 7293 4867 008,48.81,Fpc Dual-temp Glue Gun Kit,State Street Corporation
3424155,993,10228,2013-01-12T09:08:54,mastercard,5441 3194 8256 5058,963.63,Atd Tools 8294 Arbor For Cutoff Discs Mandrel,Thermo Fisher Scientific
3424156,824,10226,2013-01-12T02:20:55,visa,4412 1953 1299 8661,63.14,Eclipse Dp-366d Desoldering Pump,Stryker Corporation
3424157,896,10091,2013-01-24T02:15:37,instapayment,6385 5986 8092 5224,388.49,Ad Tech 2-temp Full Size Cordless Glue Gun,Microsoft Corporation
3424159,159,10005,2013-01-13T02:11:50,instapayment,6393 5925 6261 1580,319.65,Vim Products 12mm Triple Square Bit,Martin Marietta Materials
3424160,339,10142,2013-01-07T04:15:14,amex,3753 2874 4884 034,11.84,Lumberjack Tools Tac1500 1-1/2-inch Commercial Series Tenon Cutter,Burlington Coat Factory Corporation
3424161,500,10147,2013-01-14T05:39:40,amex,3424 9277 3687 351,676.05,Black & Decker 7.5-amp Reciprocating Saw,Seaboard Foods
3424162,998,10237,2013-01-27T04:17:19,visaelectron,4917 2596 9647 5926,228.25,Comstar 10-100 Copper Lock No-heat Solder - 2 Oz.,Covanta Holding Corporation
3424163,518,10263,2013-01-06T08:30:21,mastercard,5382 4990 9576 2713,622.13,Hitachi 12v Peak Li-ion 2 Speed Drill/driver,Enersys
3424164,116,10048,2013-01-26T01:54:10,visaelectron,4844 9412 1695 9814,631.07,Black And Decker Dwdcd780c2 20v Max Lithium Ion Compact Drill Driver Kit,Amerisourcebergen
3424166,292,10165,2013-01-03T02:11:29,mastercard,5434 2176 1860 3778,214.08,"Hitachi 18v 1/2"" Cordless Drill/driver Kit",Piedmont Natural Gas Company
3424168,771,10269,2013-01-23T06:18:07,mastercard,5289 0984 4013 8233,767.4,Lumberjack Tools Hsk3 Home Series 3-piece Master Kit,Rockwell Collins
3424169,633,10143,2013-01-02T12:47:44,visaelectron,4913 0505 1021 4144,547.47,"Bosch Cs5 7-1/4"" 15-amp Circular Saw",Charles Schwab Corporation
3424171,890,10269,2013-01-19T07:32:22,amex,3767 8627 4849 389,767.4,Lumberjack Tools Hsk3 Home Series 3-piece Master Kit,Rockwell Collins
3424172,946,10050,2013-01-05T06:09:29,visaelectron,4508 9617 4328 4673,79.18,California Air Tools 5 Gallon Pressure Pot With Hvlp Spray Gun And Hose,Rescare
3424173,69,10189,2013-01-11T01:00:33,maestro,6759 1170 9788 6784,878.29,Black & Decker 18v Cordless Drill,Discovery Communications
3424174,856,10295,2013-01-01T04:28:56,instapayment,6395 8954 3933 4635,638.16,Ingersoll Rand 107xpa 3/8-inch Drive Air Ratchet,The Affluent Traveler
3424178,889,10298,2013-01-03T05:48:33,maestro,5893 6353 0836 2070,660.82,"Hitachi 4"" 5 Amp Angle Grinder",Sally Beauty
3424180,275,10248,2013-01-05T09:46:18,instapayment,6374 6750 5078 5983,583.94,Campbell Hausfeld 8gal Oil Free Air Compressor,The Impac Companies
3424181,834,10246,2013-01-05T10:30:49,instapayment,6388 5042 6217 3081,743.26,Dremel Mm610 Flexible Scraper Blade,General Mills
3424182,473,10107,2013-01-04T04:10:15,maestro,6759 2648 9357 8353,857.22,"Campbell Hausfeld 1-1/4"" Brad Nails",Fossil
3424183,512,10343,2013-01-16T02:52:13,instapayment,6380 5650 9279 9732,316.62,Diteq Gasket Core Drills Accessories,Mueller Industries
3424185,538,10098,2013-01-08T09:38:55,visaelectron,4917 4438 3104 8976,388.52,Weller Sp23lk General Duty Soldering Iron Kit,Lithia Motors
3424186,931,10252,2013-01-02T09:46:02,visaelectron,4508 1260 1936 7889,305.09,Shark Sr062-10 Ammco Style 10 Pack Negative Rake Bits,Citrix Systems
3424187,249,10189,2013-01-03T09:18:59,visa,4734 0493 3554 1423,878.29,Black & Decker 18v Cordless Drill,Discovery Communications
3424188,558,10295,2013-01-03T11:11:21,visaelectron,4175 0099 0396 5228,638.16,Ingersoll Rand 107xpa 3/8-inch Drive Air Ratchet,The Affluent Traveler
3424189,991,10201,2013-01-05T09:17:33,maestro,5893 6381 4248 1866,228.76,Sharpe Manufacturing 6765-1 Replacement Dessicant Beads - 5 Lb.,Sonic Automotive
3424190,876,10190,2013-01-17T07:29:51,mastercard,5511 9368 8877 9119,272.0,Ingersoll Rand Avc10-183a Rivet Set Retainer Q-c,Expedia
3424191,703,10150,2013-01-08T08:05:43,maestro,6759 5118 2938 5281,311.97,Gmc Power Equipment 1.6 Gallon Gmc Syclone 1650a Ultra Quiet And Oil-free Air Compressor,Group
3424192,811,10324,2013-01-08T02:37:49,instapayment,6389 8432 7550 8613,336.79,Ingersoll Rand 285b-6 Heavy-duty 1-inch Impact Wrench With 6-inch Anvil,Avnet
3424193,935,10309,2013-01-19T08:27:13,maestro,6762 1743 8264 5933,703.04,Fpc Corporation Hot Melt Glue Sticks Fprdt20,Paccar
3424194,73,10318,2013-01-09T05:04:16,instapayment,6385 0344 3007 3099,699.58,Arrow Fastener Dual Purpose Stapler,Sherwin-williams
3424195,573,10001,2013-01-17T01:07:31,visa,4268 2440 9192 8591,661.87,"Great Neck Saw Ra38 3/8"" Drive Forward And Reverse Ratchet",Wesco Distribution
3424196,248,10225,2013-01-12T12:54:28,amex,3715 5239 8919 242,749.33,"Porter Cable 352vs 3"" X 21"" Variable Speed Belt Sander",Duane Reade
3424197,856,10315,2013-01-03T04:50:51,amex,3448 3178 0311 075,253.49,Gmc Power Equipment 1.6 Gallon Gmc Syclone 1675a Ultra Quiet And Oil-free Air Compressor,Sonic Automotive
3424198,641,10129,2013-01-02T01:22:50,visaelectron,4844 8672 4350 7609,656.77,Primefit Industrial-grade Retractable Air Hose Reel With 50 Rubber Air Hose,Bmc Software
3424200,550,10048,2013-01-24T03:25:09,visaelectron,4026 8707 4042 3056,631.07,Black And Decker Dwdcd780c2 20v Max Lithium Ion Compact Drill Driver Kit,Amerisourcebergen
3424201,462,10158,2013-01-11T03:51:17,instapayment,6375 7181 8661 1407,559.37,Black & Decker 20v Smart Select Cordless Drill,Cytec Industries
3424202,301,10295,2013-01-08T03:16:59,amex,3480 9032 5076 380,638.16,Ingersoll Rand 107xpa 3/8-inch Drive Air Ratchet,The Affluent Traveler
3424203,27,10137,2013-01-25T02:07:23,instapayment,6390 1189 3960 3937,15.51,"Qep Tile Tools 60089 7"" Portable Tile Saw",Dish Network Corporation
3424205,367,10042,2013-01-26T10:20:02,maestro,6762 5619 0471 9339,304.27,Ingersoll Rand 0.5 Port Ptfe Diaphragm Pump With Polypropylene Seat,Group
3424206,601,10087,2013-01-30T02:36:49,visaelectron,4508 5942 5245 8261,643.9,Dremel Ez Lock Starter Kit,Rite Aid Corporation
3424208,529,10032,2013-01-21T01:37:13,visa,4459 9709 3852 4255,285.51,Stack-on Steel Diy Workbench So-382b,Bio-rad Laboratories
3424209,870,10210,2013-01-30T09:02:10,maestro,6763 1927 0855 0172,821.49,"Hitachi 1 1/2"" 18-gauge Narrow Crown Finish Stapler",Flowserve Corporation
3424210,372,10218,2013-01-01T02:02:24,mastercard,5531 4588 9349 8854,576.31,"Skil 6277-02 3/8"" Corded Drill",Cinemark Usa
3424212,95,10006,2013-01-15T09:12:16,visaelectron,4913 7146 4312 7503,168.24,Surebonder Ultra-mini Dual Temperature Glue Gun,General Electric Capital Corporation
3424213,977,10001,2013-01-15T10:33:15,visaelectron,4917 8762 5474 8095,661.87,"Great Neck Saw Ra38 3/8"" Drive Forward And Reverse Ratchet",Wesco Distribution
3424215,208,10060,2013-01-27T11:21:13,mastercard,5428 5661 1804 8662,224.61,Pentagon Professional Aluminum Drywall Bench,Thrivent Financial For Lutherans
3424216,437,10180,2013-01-28T11:45:35,visa,4986 2627 7797 1579,976.6,Eclipse 900-066n 50w Soldering Station,Usg Corporation
3424218,995,10249,2013-01-18T10:14:04,mastercard,5476 3639 6522 5721,922.43,Eclipse Pz2x1-15/16 Bit Pozidrive Size 2 1-15/16in Long 1/4in Hex,Colgate-palmolive Company
3424219,918,10153,2013-01-21T06:07:07,maestro,6304 3423 9077 4491,433.82,Stalwart Grease Gun With Accessories,Analog Devices
3424220,569,10332,2013-01-04T10:46:14,mastercard,5360 2312 5391 4141,935.73,Eclipse 900-250 Solder Aid Tool Set W/reverse Tweezers And Heat Sink,Republic Services
3424223,822,10159,2013-01-21T02:24:31,maestro,6304 1877 5185 9534,627.86,Century Drill And Tool Phillips Power Screwdriving Bit Set,United Technologies Corporation
3424224,578,10226,2013-01-06T10:28:43,mastercard,5349 0247 2747 0956,63.14,Eclipse Dp-366d Desoldering Pump,Stryker Corporation
3424226,319,10064,2013-01-20T04:05:10,mastercard,5103 1974 7121 6647,649.99,Weller Bp645mp Battery Powered Soldering Iron Kit,Carmax
3424227,558,10172,2013-01-23T02:47:41,visa,4463 5163 7296 2180,340.83,12-volt Lith-ion Max Drill W/bonus Tools Set & Bag,Rowan Companies
3424228,558,10310,2013-01-16T08:01:55,maestro,5018 7639 2846 3415,583.19,Pro-lift W-1010a 10-gallon Air Tank,Baker Hughesorporated
3424230,99,10081,2013-01-18T07:56:20,amex,3761 6444 7395 450,289.8,Kd Tools Engraver Electric Vibro,Global Payments
3424231,887,10062,2013-01-06T07:54:55,visaelectron,4913 1661 5794 9774,929.89,Hanson #8 Torx Bit,Mckesson Specialty Health
3424232,483,10076,2013-01-08T01:35:10,visaelectron,4913 8601 8662 5344,874.99,Jgb Enterprises 001-0121-050i Eagle Air 300 No. Red Jackhammer Hose Cpld Chicago Fittings Crimped,Firstenergy Corp
3424233,156,10005,2013-01-18T12:35:02,visaelectron,4913 6071 1335 4435,319.65,Vim Products 12mm Triple Square Bit,Martin Marietta Materials
3424235,243,10351,2013-01-15T03:10:34,visaelectron,4917 8451 7066 1732,84.12,Wagner Ht1000 Heat Tool Wagner Ht1000 Heat Tool,Briggs & Stratton Corporation
3424236,351,10010,2013-01-16T05:04:55,visaelectron,4026 7805 5762 2783,718.72,Powerbuilt Soldering Gun Kit,Dr Pepper Snapple Group
3424237,11,10198,2013-01-13T02:39:58,amex,3429 6181 1439 207,226.78,Master Magnetics 7269 36-inch Retrieval Magnet,Mckesson Specialty Health
3424239,669,10123,2013-01-07T10:02:16,amex,3798 2462 1512 496,520.95,Hitachi 4 Gallon Twin Stack Air Compressor,The Scotts Miracle-gro Company
3424240,175,10134,2013-01-09T08:04:55,mastercard,5539 7108 9117 8405,28.95,Wilmar Electric Impact Gun Set 1/2 Dr,Teleflexorporated
3424241,680,10223,2013-01-29T09:00:48,visa,4159 2150 0133 4015,995.68,"Stalwart 0.5"" Chuck Hammer Drill",Amerisourcebergen
3424242,846,10138,2013-01-05T07:00:38,amex,3476 3229 6367 222,842.87,Ridgid Tube Cutter Wheels - F158 10-15-20 Thin Whl (set Of 12),Supermedia
3424243,695,10232,2013-01-08T05:13:57,visa,4438 3579 6244 6884,977.44,"Black And Decker 3/8"" 6-amp Variable Speed Drill With Keyless Chuck",Knights Of Columbus
3424246,163,10044,2013-01-25T04:43:31,visaelectron,4175 0042 4187 2392,371.24,California Air Tools 1.6 Gallon Ultra Quiet And Oil-free 1.0 Hp Aluminum Tank Air Compressor,American Tower Corporation
3424250,102,10331,2013-01-28T06:51:06,visaelectron,4175 0055 3754 7408,342.39,Ingersoll Rand 1/2 Air Impact Wrench 231ha,Southwest Airlines Corporation
3424251,94,10143,2013-01-22T02:23:34,mastercard,5323 7772 1003 4874,547.47,"Bosch Cs5 7-1/4"" 15-amp Circular Saw",Charles Schwab Corporation
3424252,584,10129,2013-01-12T12:28:02,visaelectron,4508 6616 8422 9402,656.77,Primefit Industrial-grade Retractable Air Hose Reel With 50 Rubber Air Hose,Bmc Software
3424253,565,10184,2013-01-18T12:05:49,mastercard,5386 1153 9957 3574,875.52,Homak 2 Door Mobile Cabinet With Shelves,Agilent Technologies
3424254,986,10170,2013-01-18T11:10:03,amex,3767 9849 0317 950,135.39,"Numax 23-gauge 1"" Micro Pinner",Affinia Group
3424255,730,10172,2013-01-29T12:31:58,amex,3401 6268 8716 759,340.83,12-volt Lith-ion Max Drill W/bonus Tools Set & Bag,Rowan Companies
3424257,313,10302,2013-01-08T06:18:07,instapayment,6393 7193 4459 6884,79.8,Eclipse Ss-206e Temperature Controlled Soldering Station With Analog Display,Martin Marietta Materials
3424259,473,10058,2013-01-13T05:40:48,visaelectron,4508 9663 4226 2913,824.26,Western Enterprises 1/4 Npt X 3 Long Male Brass Regulator Nipple Cga 540,Cigna Corporation
3424262,25,10249,2013-01-11T04:47:41,instapayment,6370 8546 1348 7569,922.43,Eclipse Pz2x1-15/16 Bit Pozidrive Size 2 1-15/16in Long 1/4in Hex,Colgate-palmolive Company
3424263,292,10350,2013-01-25T01:09:34,amex,3442 8339 2341 241,70.44,Campbell Hausfeld 1 Gallon Air Compressor,Computer Sciences Corporation
3424264,410,10118,2013-01-16T09:05:57,maestro,6759 1971 6504 9770,10.44,"Hitachi 3 1/2"" Full-head Plastic Collated Framing Strip Nailer",Werner Enterprises
3424265,801,10013,2013-01-24T06:47:43,instapayment,6385 3901 3170 1929,620.46,Ad Tech Hi-temp Project Pro Mini Size Glue Gun,Corningorporated
3424266,364,10162,2013-01-27T05:50:14,visa,4021 6922 9045 4983,899.62,Stalwart Flexible Drive Shaft,Centerpoint Energy
3424267,736,10351,2013-01-14T12:21:10,visaelectron,4844 0235 9946 3266,84.12,Wagner Ht1000 Heat Tool Wagner Ht1000 Heat Tool,Briggs & Stratton Corporation
3424271,786,10330,2013-01-18T08:54:54,instapayment,6390 2596 2779 6136,476.78,Ingersoll Rand Hammer Pin,Applied Industrial Technologies
3424272,964,10210,2013-01-19T03:57:28,visaelectron,4917 8410 7395 1379,821.49,"Hitachi 1 1/2"" 18-gauge Narrow Crown Finish Stapler",Flowserve Corporation
3424274,287,10343,2013-01-27T08:39:16,maestro,6761 3152 9374 3496,316.62,Diteq Gasket Core Drills Accessories,Mueller Industries
3424275,781,10049,2013-01-28T04:10:36,mastercard,5416 9366 5417 7080,685.08,Buffalo Tools 4.8v Cordless Screwdriver,Emerson Electric Company
3424277,407,10128,2013-01-26T04:54:17,maestro,5018 0871 3469 6752,708.22,North American Tool 51872 80-piece Mini Rotary Tool Kit,Entergy Corporation
3424279,190,10206,2013-01-13T11:59:47,amex,3492 2205 9957 811,958.28,Dremel 7300-n/5 4.8v Minimite Cordless Rotary Tool,Cytec Industries
3424280,872,10273,2013-01-30T04:52:46,instapayment,6385 1326 3122 5714,659.26,Homeright Heat Pro Deluxe Ii Heat Tool,Leggett & Plattorporated
3424281,828,10000,2013-01-18T08:30:06,visa,4913 4297 3939 7718,953.64,Ingersoll Rand 80 Gallon Type-30 Reciprocating Air Compressor,Covanta Holding Corporation
3424282,41,10153,2013-01-10T07:27:36,visaelectron,4508 1595 1945 5854,433.82,Stalwart Grease Gun With Accessories,Analog Devices
3424283,247,10148,2013-01-01T08:45:21,visaelectron,4026 9842 6168 9639,736.87,Dewalt Power Tools 7-. 25inch Worm Drive Circular Saw Dws535,Regis Corporation
3424285,466,10148,2013-01-02T04:36:50,mastercard,5229 4585 5613 0791,736.87,Dewalt Power Tools 7-. 25inch Worm Drive Circular Saw Dws535,Regis Corporation
3424286,162,10236,2013-01-14T10:01:14,visa,4233 0576 6246 6490,399.15,"Hitachi 1 3/8"" 23 Gauge Pin Nailer",W. R. Berkley Corporation
3424287,724,10026,2013-01-16T08:45:21,instapayment,6372 6746 8006 8409,801.23,Crawford Storehorse Folding Sawhorse,Pinnacle West Capital Corporation
3424288,789,10184,2013-01-30T02:19:47,amex,3724 4543 2942 537,875.52,Homak 2 Door Mobile Cabinet With Shelves,Agilent Technologies
3424290,804,10112,2013-01-13T05:32:44,amex,3440 3510 7033 962,453.37,Hitachi 35 Piece Hi-torq Impact Rated Torsion Bit Set,Graham Packaging Company
3424294,175,10138,2013-01-26T03:22:18,mastercard,5400 7881 3969 3217,842.87,Ridgid Tube Cutter Wheels - F158 10-15-20 Thin Whl (set Of 12),Supermedia
3424295,706,10046,2013-01-25T06:01:38,visaelectron,4913 5616 4465 9681,705.32,Bosch Power Tools 29 Piece High Speed Steel Drill Set With Metal Case 96029,Hospira
3424297,55,10232,2013-01-21T05:57:30,visaelectron,4175 0030 7942 8400,977.44,"Black And Decker 3/8"" 6-amp Variable Speed Drill With Keyless Chuck",Knights Of Columbus
3424299,414,10051,2013-01-24T11:12:27,visaelectron,4913 9870 0005 6933,915.12,Hopkins-f3 Brands 90158 Workbench Kit,Jack In The Box
3424300,386,10008,2013-01-06T09:36:02,visa,4992 0729 5161 6110,552.09,Retractable Screw-holder With Magnetic Tip,Cablevision Systems Corp
3424301,999,10144,2013-01-06T02:56:43,mastercard,5252 7106 6440 8596,832.22,Weller Sp40l Lightweight Soldering Iron,Agilent Technologies
